First Name,Middle Name,Last Name,Position,Status,League
Kerry,,Ketter,D,inactive,nhl
Nikolai,,Khabibulin,G,inactive,nhl
Jujhar,,Khaira,LW,active,nhl
Sergei,,Kharin,RW,inactive,nhl
Alexander,,Kharitonov,LW,inactive,nhl
Alexander,,Khavanov,D,inactive,nhl
Yuri,,Khmylev,LW,inactive,nhl
Alexander,,Khokhlachev,C,active,nhl
Dmitri,,Khristich,LW/C,inactive,nhl
Anton,,Khudobin,G,active,nhl
Ian,,Kidd,D,inactive,nhl
Trevor,,Kidd,G,inactive,nhl
Udo,,Kiessling,D,inactive,nhl
Chad,,Kilger,LW,inactive,nhl
Alex,,Killorn,C,active,nhl
Brian,,Kilrea,C,inactive,nhl
Hec,,Kilrea,LW,inactive,nhl
Ken,,Kilrea,LW,inactive,nhl
Wally,,Kilrea,RW/C,inactive,nhl
Darin,,Kimble,RW,inactive,nhl
Jakub,,Kindl,D,active,nhl
Orest,,Kindrachuk,C,inactive,nhl
D.J.,,King,C,inactive,nhl
Derek,,King,LW,inactive,nhl
Dwight,,King,LW,active,nhl
Frank,,King,C,inactive,nhl
Jason,,King,C,inactive,nhl
Kris,,King,LW,inactive,nhl
Scott,,King,G,inactive,nhl
Steven,,King,RW,inactive,nhl
Wayne,,King,C,inactive,nhl
Keith,,Kinkaid,G,active,nhl
Geordie,,Kinnear,D,inactive,nhl
Geoff,,Kinrade,D,inactive,nhl
Brian,,Kinsella,C,inactive,nhl
Ray,,Kinsella,LW,inactive,nhl
Marko,,Kiprusoff,D,inactive,nhl
Miikka,,Kiprusoff,G,inactive,nhl
Bobby,,Kirk,RW,inactive,nhl
Bob,,Kirkpatrick,C,inactive,nhl
Mark,,Kirton,C,inactive,nhl
Kelly,,Kisio,C,inactive,nhl
Bill,,Kitchen,D,inactive,nhl
Hobie,,Kitchen,D,inactive,nhl
Mike,,Kitchen,D,inactive,nhl
Patric,,Kjellberg,RW,inactive,nhl
Linus,,Klasen,LW,inactive,nhl
Ralph,,Klassen,C,inactive,nhl
Trent,,Klatt,RW,inactive,nhl
Ken,,Klee,D,inactive,nhl
Oscar,,Klefbom,D,active,nhl
Kevin,,Klein,D,active,nhl
Lloyd,,Klein,LW,inactive,nhl
Scot,,Kleinendorst,D,inactive,nhl
Terry,,Kleisinger,G,inactive,nhl
Anton,,Klementyev,D,inactive,nhl
Jon,,Klemm,D,inactive,nhl
Jakub,,Klepis,C,inactive,nhl
Rostislav,,Klesla,D,inactive,nhl
Petr,,Klima,W,inactive,nhl
Sergei,,Klimovich,C,inactive,nhl
Ike,,Klingbeil,D,inactive,nhl
Carl,,Klingberg,LW,inactive,nhl
John,,Klingberg,D,active,nhl
Rob,,Klinkhammer,LW,active,nhl
Tomas,,Kloucek,D,inactive,nhl
Joe,,Klukay,LW,inactive,nhl
Gord,,Kluzak,D,inactive,nhl
Julian,,Klymkiw,G,inactive,nhl
Connor,,Knapp,G,inactive,nhl
Bill,,Knibbs,C,inactive,nhl
Rick,,Knickle,G,inactive,nhl
Corban,,Knight,C,active,nhl
Fred,,Knipscheer,C,inactive,nhl
Nick,,Knott,D,inactive,nhl
Paul,,Knox,RW,inactive,nhl
Mike,,Knuble,RW,inactive,nhl
Espen,,Knutsen,C,inactive,nhl
Matt,,Koalska,C,inactive,nhl
Chuck,,Kobasew,RW,inactive,nhl
Dieter,,Kochan,G,inactive,nhl
David,,Koci,LW,inactive,nhl
Joe,,Kocur,RW,inactive,nhl
Greg,,Koehler,C,inactive,nhl
Slater,,Koekkoek,D,active,nhl
Dustin,,Kohn,D,inactive,nhl
Ladislav,,Kohn,RW,inactive,nhl
Ville,,Koistinen,D,inactive,nhl
Tom,,Koivisto,D,inactive,nhl
Mikko,,Koivu,C,active,nhl
Saku,,Koivu,C,inactive,nhl
Krys,,Kolanos,C,inactive,nhl
Chad,,Kolarik,C,inactive,nhl
Pavel,,Kolarik,D,inactive,nhl
Mark,,Kolesar,LW,inactive,nhl
Vitali,,Kolesnik,G,inactive,nhl
Juraj,,Kolnik,RW,inactive,nhl
Dean,,Kolstad,D,inactive,nhl
Konstantin,,Koltsov,RW,inactive,nhl
Olaf,,Kolzig,G,inactive,nhl
Neil,,Komadoski,D,inactive,nhl
Zenith,,Komarniski,D,inactive,nhl
Leo,,Komarov,C,active,nhl
Mike,,Komisarek,D,inactive,nhl
Matthew,,Konan,D,inactive,nhl
Maxim,,Kondratiev,D,inactive,nhl
George,,Konik,D/LW,inactive,nhl
Zenon,,Konopka,C,inactive,nhl
Steve,,Konowalchuk,LW,inactive,nhl
Steve,,Konroyd,D,inactive,nhl
Evgeny,,Konstantinov,G,inactive,nhl
Vladimir,,Konstantinov,D,inactive,nhl
Petri,,Kontiola,C,inactive,nhl
Chris,,Kontos,LW/C,inactive,nhl
Russ,,Kopak,C,inactive,nhl
Tomas,,Kopecky,C,inactive,nhl
Anze,,Kopitar,C,active,nhl
Jerry,,Korab,D,inactive,nhl
Dan,,Kordic,LW,inactive,nhl
John,,Kordic,RW,inactive,nhl
Jim,,Korn,D/LW,inactive,nhl
Mike,,Korney,RW,inactive,nhl
Dmitry,,Korobov,D,inactive,nhl
Evgeny,,Korolev,D,inactive,nhl
Igor,,Korolev,C,inactive,nhl
Cliff,,Koroll,RW,inactive,nhl
Alexander,,Korolyuk,LW,inactive,nhl
Lauri,,Korpikoski,LW,active,nhl
Joonas,,Korpisalo,G,active,nhl
Roger,,Kortko,C,inactive,nhl
Mikko,,Koskinen,G,inactive,nhl
Scott,,Kosmachuk,RW,active,nhl
Andrei,,Kostitsyn,LW,inactive,nhl
Sergei,,Kostitsyn,LW,inactive,nhl
Mike,,Kostka,D,active,nhl
Tom,,Kostopoulos,RW,inactive,nhl
Doug,,Kostynski,C,inactive,nhl
Ales,,Kotalik,RW,inactive,nhl
Dick,,Kotanen,D,inactive,nhl
Chris,,Kotsopoulos,D,inactive,nhl
Ilya,,Kovalchuk,LW,inactive,nhl
Andrei,,Kovalenko,RW,inactive,nhl
Alex,,Kovalev,RW,inactive,nhl
Joe,,Kowal,LW,inactive,nhl
Don,,Kozak,RW,inactive,nhl
Les,,Kozak,LW,inactive,nhl
Viktor,,Kozlov,C,inactive,nhl
Vyacheslav,,Kozlov,LW,inactive,nhl
Brandon,,Kozun,RW,inactive,nhl
Milan,,Kraft,C,inactive,nhl
Ryan,,Kraft,C,inactive,nhl
Stephen,,Kraftcheck,D,inactive,nhl
Brent,,Krahn,G,inactive,nhl
Lukas,,Krajicek,D,inactive,nhl
Skip,,Krake,C,inactive,nhl
Igor,,Kravchuk,D,inactive,nhl
Mikhail,,Kravets,RW,inactive,nhl
Chris,,Kreider,C,active,nhl
David,,Krejci,C,active,nhl
Dale,,Krentz,LW,inactive,nhl
Kamil,,Kreps,C,inactive,nhl
Jordan,,Krestanovich,LW,inactive,nhl
Jaroslav,,Kristek,RW,inactive,nhl
Sergei,,Krivokrasov,RW,inactive,nhl
Jason,,Krog,C,inactive,nhl
Joe,,Krol,LW,inactive,nhl
Richard,,Kromm,LW,inactive,nhl
Robert,,Kron,LW,inactive,nhl
Niklas,,Kronwall,D,active,nhl
Staffan,,Kronwall,D,inactive,nhl
Kevin,,Krook,D,inactive,nhl
Vlastimil,,Kroupa,D,inactive,nhl
Torey,,Krug,D,active,nhl
Marcus,,Kruger,C,active,nhl
Jim,,Krulicki,LW,inactive,nhl
Uwe,,Krupp,D,inactive,nhl
Gord,,Kruppke,D,inactive,nhl
Paul,,Kruse,LW,inactive,nhl
Mike,,Krushelnyski,LW/C,inactive,nhl
Vladimir,,Krutov,LW,inactive,nhl
Todd,,Krygier,LW,inactive,nhl
Dave,,Kryskow,LW,inactive,nhl
Ed,,Kryzanowski,D,inactive,nhl
Filip,,Kuba,D,inactive,nhl
Tomas,,Kubalik,RW,inactive,nhl
Pavel,,Kubina,D,inactive,nhl
Frantisek,,Kucera,D,inactive,nhl
Nikita,,Kucherov,RW,active,nhl
Alexei,,Kudashov,C,inactive,nhl
Bob,,Kudelski,RW,inactive,nhl
Kristian,,Kudroc,D,inactive,nhl
Darcy,,Kuemper,G,active,nhl
Gord,,Kuhn,RW,inactive,nhl
Tom,,Kuhnhackl,RW,active,nhl
Dean,,Kukan,D,active,nhl
Lasse,,Kukkonen,D,inactive,nhl
Aggie,,Kukulowicz,C,inactive,nhl
Brett,,Kulak,D,active,nhl
Stu,,Kulak,RW,inactive,nhl
Arturs,,Kulda,D,inactive,nhl
Nikolai,,Kulemin,LW,active,nhl
Mikhail,,Kuleshov,LW,inactive,nhl
Dmitry,,Kulikov,D,active,nhl
Arnie,,Kullman,C,inactive,nhl
Eddie,,Kullman,RW,inactive,nhl
Jarno,,Kultanen,D,inactive,nhl
Mark,,Kumpel,RW,inactive,nhl
Tomas,,Kundratek,D,inactive,nhl
Chris,,Kunitz,LW,active,nhl
Les,,Kuntar,G,inactive,nhl
Alan,,Kuntz,LW,inactive,nhl
Murray,,Kuntz,LW,inactive,nhl
Cody,,Kunyk,RW,inactive,nhl
Tomas,,Kurka,LW,inactive,nhl
Jari,,Kurri,RW,inactive,nhl
Gary,,Kurt,G,inactive,nhl
Orland,,Kurtenbach,C,inactive,nhl
Justin,,Kurtz,D,inactive,nhl
Tom,,Kurvers,D,inactive,nhl
Dale,,Kushner,RW,inactive,nhl
Zdenek,,Kutlak,D,inactive,nhl
Evgeny,,Kuznetsov,C,active,nhl
Maxim,,Kuznetsov,D,inactive,nhl
Greg,,Kuznik,D,inactive,nhl
Ken,,Kuzyk,RW,inactive,nhl
Dmitri,,Kvartalnov,LW,inactive,nhl
Oleg,,Kvasha,LW/C,inactive,nhl
Joel,,Kwiatkowski,D,inactive,nhl
Larry,,Kwong,RW,inactive,nhl
Bill,,Kyle,C,inactive,nhl
Gus,,Kyle,D,inactive,nhl
Oliver,,Kylington,D,active,nhl
Markku,,Kyllonen,RW,inactive,nhl
Nick,,Kypreos,LW,inactive,nhl
Jim,,Kyte,D,inactive,nhl
Milan,,Kytnar,C,inactive,nhl
Matti,,Kaario,,inactive,non-nhl
Alexander,,Kabanov,,inactive,non-nhl
Kirill,,Kabanov,LW,inactive,non-nhl
Ilja,,Kablukov,C,inactive,non-nhl
Alexander,,Kadeykin,C,inactive,non-nhl
Anton,,Kadeykin,D,inactive,non-nhl
Petr,,Kadlec,D,inactive,non-nhl
Kaapo,,Kahkonen,G,inactive,non-nhl
Rylan,,Kaip,C,inactive,non-nhl
Erik,,Kallgren,G,inactive,non-nhl
Mikko,,Kalteva,D,inactive,non-nhl
Matti,,Kaltiainen,G,inactive,non-nhl
Vladislav,,Kamenev,LW,inactive,non-nhl
Alex,,Kangas,G,inactive,non-nhl
Kevin,,Kantee,D,inactive,non-nhl
Keegan,,Kanzig,D,inactive,non-nhl
Miroslav,,Kapoun,G,inactive,non-nhl
Kirill,,Kaprizov,LW,inactive,non-nhl
Sergei,,Kapustin,LW,inactive,non-nhl
Vaclav,,Karabacek,RW,inactive,non-nhl
Miro,,Karjalainen,D,inactive,non-nhl
Anton,,Karlsson,RW,inactive,non-nhl
Erik,,Karlsson,C/LW,inactive,non-nhl
Jens,,Karlsson,RW,inactive,non-nhl
Mattias,,Karlsson,D,inactive,non-nhl
Simon,,Karlsson,D,inactive,non-nhl
Fredrik,,Karlstrom,C,inactive,non-nhl
Marcus,,Karlstrom,D,inactive,non-nhl
Pavel,,Karnaukhov,LW,inactive,non-nhl
Paul,,Karpowich,G,inactive,non-nhl
David,,Kase,RW,inactive,non-nhl
Ondrej,,Kase,RW,inactive,non-nhl
Tanner,,Kaspick,C,inactive,non-nhl
Dennis,,Kassian,LW,inactive,non-nhl
Boris,,Katchouk,LW,inactive,non-nhl
Artur,,Kayumov,W,inactive,non-nhl
Denis,,Kazionov,LW,inactive,non-nhl
Dmitri,,Kazionov,C,inactive,non-nhl
Justin,,Kea,C,inactive,non-nhl
Mike,,Keeler,D,inactive,non-nhl
Trevor,,Kell,RW,inactive,non-nhl
Clayton,,Keller,C,inactive,non-nhl
Justin,,Keller,LW,inactive,non-nhl
Tyson,,Kellerman,G,inactive,non-nhl
Adrian,,Kempe,LW,inactive,non-nhl
Mario,,Kempe,C,inactive,non-nhl
Jamie,,Kennedy,RW/C,inactive,non-nhl
Matt,,Kennedy,RW,inactive,non-nhl
Murray,,Kennett,D,inactive,non-nhl
Murray,,Keogan,C,inactive,non-nhl
Nicolas,,Kerdiles,LW,inactive,non-nhl
Alexander,,Kerfoot,C,inactive,non-nhl
Doug,,Kerslake,RW,inactive,non-nhl
Ian,,Keserich,G,inactive,non-nhl
Blake,,Kessel,D,inactive,non-nhl
Kale,,Kessy,LW,inactive,non-nhl
Juha-Pekka,,Ketola,RW,inactive,non-nhl
Valeri,,Kharlamov,LW,inactive,non-nhl
Ivan,,Khomutov,C,inactive,non-nhl
Brenden,,Kichton,D,inactive,non-nhl
Josh,,Kidd,D,inactive,non-nhl
John,,Kiely,G,inactive,non-nhl
Patrick,,Killeen,G,inactive,non-nhl
Eero,,Kilpelainen,G,inactive,non-nhl
Colt,,King,LW,inactive,non-nhl
Steve,,King,RW,inactive,non-nhl
Bill,,Kinkel,LW,inactive,non-nhl
Gavin,,Kirk,C,inactive,non-nhl
Justin,,Kirkland,LW,inactive,non-nhl
Scott,,Kishel,D,inactive,non-nhl
Maxim,,Kitsyn,LW,inactive,non-nhl
Henri,,Kiviaho,G,inactive,non-nhl
Teemu,,Kivihalme,D,inactive,non-nhl
Tommi,,Kivisto,D,inactive,non-nhl
Jan,,Klabouch,LW,inactive,non-nhl
Bill,,Klatt,RW,inactive,non-nhl
David,,Klema,C,inactive,non-nhl
Morgan,,Klimchuk,LW,inactive,non-nhl
Valeri,,Klimov,D,inactive,non-nhl
Garrett,,Klotz,LW,inactive,non-nhl
Kyle,,Klubertanz,D,inactive,non-nhl
Jordan,,Knackstedt,RW,inactive,non-nhl
Darrel,,Knibbs,RW,inactive,non-nhl
Jared,,Knight,C,inactive,non-nhl
Eric,,Knodel,D,inactive,non-nhl
Mike,,Knoepfli,LW,inactive,non-nhl
Graham,,Knott,LW,inactive,non-nhl
Igor,,Knyazev,D,inactive,non-nhl
Nikolas,,Koberstein,D,inactive,non-nhl
Jaroslav,,Kocer,D,inactive,non-nhl
Toni,,Koivisto,LW,inactive,non-nhl
Otto,,Koivula,LW,inactive,non-nhl
Alexander,,Kojevnikov,LW,inactive,non-nhl
Keith,,Kokkola,D,inactive,non-nhl
Jindrich,,Kokrment,C,inactive,non-nhl
Jiri,,Kolar,C,inactive,non-nhl
Janne,,Kolehmainen,LW,inactive,non-nhl
Keegan,,Kolesar,RW,inactive,non-nhl
Tomas,,Kollar,LW,inactive,non-nhl
David,,Kolomatis,D,inactive,non-nhl
Sergei,,Kolosov,D,inactive,non-nhl
Ivan,,Kolozvary,C,inactive,non-nhl
Ivan,,Koltsov,D,inactive,non-nhl
Kirill,,Koltsov,D,inactive,non-nhl
Marcin,,Kolusz,RW,inactive,non-nhl
Neil,,Komadoski,D,inactive,non-nhl
Travis,,Konecny,C,inactive,non-nhl
Tim,,Konsorada,RW,inactive,non-nhl
Kevin,,Koopman,D,inactive,non-nhl
Logan,,Koopmans,G,inactive,non-nhl
Jack,,Kopacka,LW,inactive,non-nhl
Levko,,Koper,LW,inactive,non-nhl
Joona,,Koppanen,LW,inactive,non-nhl
Miroslav,,Kopriva,G,inactive,non-nhl
Jakub,,Koreis,C,inactive,non-nhl
Risto,,Korhonen,D,inactive,non-nhl
Konstantin,,Korneev,D,inactive,non-nhl
Nikita,,Korostelev,RW,inactive,non-nhl
Sergei,,Korostin,RW,inactive,non-nhl
Sergei,,Korotov,D,inactive,non-nhl
Nikita,,Korovkin,D,inactive,non-nhl
Oskari,,Korpikari,D,inactive,non-nhl
Yegor,,Korshkov,RW,inactive,non-nhl
Vladimir,,Korsunov,D,inactive,non-nhl
Vasily,,Koshechkin,G,inactive,non-nhl
Jukka,,Koskilhati,,inactive,non-nhl
Dmitry,,Kosmachev,D,inactive,non-nhl
Yaroslav,,Kosov,C,inactive,non-nhl
Jason,,Kostadine,RW,inactive,non-nhl
Jan,,Kostalek,D,inactive,non-nhl
Sergey,,Kostenko,G,inactive,non-nhl
Alexei,,Kostylev,RW,inactive,non-nhl
Ladislav,,Kouba,LW,inactive,non-nhl
Patrick,,Koudys,D,inactive,non-nhl
Robin,,Kovacs,RW,inactive,non-nhl
Jakub,,Kovar,G,inactive,non-nhl
Trevor,,Koverko,D,inactive,non-nhl
Vladimir,,Kovin,,inactive,non-nhl
Rick,,Kozak,RW,inactive,non-nhl
Andrew,,Kozek,LW,inactive,non-nhl
Jaroslav,,Kracik,RW,inactive,non-nhl
Milan,,Kraft,C,inactive,non-nhl
Nikolaj,,Krag Christensen,C/LW,inactive,non-nhl
Darren,,Kramer,LW,inactive,non-nhl
Pavel,,Kraskovsky,C,inactive,non-nhl
Derek,,Krestanovich,C,inactive,non-nhl
Reg,,Krezanski,D,inactive,non-nhl
Ilja,,Krikunov,LW,inactive,non-nhl
Danny,,Kristo,RW,inactive,non-nhl
Justin,,Krueger,D,inactive,non-nhl
Jarda,,Krupicka,RW,inactive,non-nhl
Chad,,Krys,D,inactive,non-nhl
Anton,,Krysanov,C,inactive,non-nhl
Dominik,,Kubalik,LW,inactive,non-nhl
Jan,,Kubista,RW,inactive,non-nhl
David,,Kuchejda,RW,inactive,non-nhl
Tomas,,Kudelka,D,inactive,non-nhl
Patrick,,Kudla,D,inactive,non-nhl
Dmitry,,Kugryshev,RW,inactive,non-nhl
Roman,,Kuhtinov,D,inactive,non-nhl
Ryan,,Kujawinski,C,inactive,non-nhl
Roman,,Kukumberg,C,inactive,non-nhl
Sergei,,Kukushkin,C,inactive,non-nhl
Edgars,,Kulda,LW,inactive,non-nhl
Denis,,Kulyash,D,inactive,non-nhl
Tim,,Kunes,D,inactive,non-nhl
Luke,,Kunin,C,inactive,non-nhl
Janne,,Kuokkanen,C/LW,inactive,non-nhl
John,,Kupsky,G,inactive,non-nhl
Sean,,Kuraly,C,inactive,non-nhl
Sam,,Kurker,RW,inactive,non-nhl
Merv,,Kuryluk,LW,inactive,non-nhl
Vladimir,,Kutny,LW,inactive,non-nhl
George,,Kuzmicz,D,inactive,non-nhl
Marek,,Kvapil,RW,inactive,non-nhl
David,,Kveton,RW,inactive,non-nhl
Josef,,Kveton,D,inactive,non-nhl
Vladimir,,Kyhos,,inactive,non-nhl
Jordan,,Kyrou,C,inactive,non-nhl
Moe,,L'Abbe,RW,inactive,nhl
Teemu,,Laakso,D,inactive,nhl
Antti,,Laaksonen,LW,inactive,nhl
Mike,,Labadie,RW,inactive,nhl
Jason,,LaBarbera,G,inactive,nhl
Neil,,Labatte,C/D,inactive,nhl
Jean-Francois,,Labbe,G,inactive,nhl
Marc,,Labelle,LW,inactive,nhl
Leo,,Labine,RW,inactive,nhl
Gord,,Labossiere,C,inactive,nhl
Max,,Labovitch,RW,inactive,nhl
Dan,,Labraaten,LW,inactive,nhl
Yvon,,Labre,D,inactive,nhl
Patrick,,Labrecque,G,inactive,nhl
Guy,,Labrie,D,inactive,nhl
Pierre-Cedric,,Labrie,LW,inactive,nhl
Elmer,,Lach,C,inactive,nhl
Michel,,Lachance,D,inactive,nhl
Scott,,Lachance,D,inactive,nhl
Blaine,,Lacher,G,inactive,nhl
Eddie,,Lack,G,active,nhl
Francois,,Lacombe,D,inactive,nhl
Normand,,Lacombe,RW,inactive,nhl
Dan,,LaCosta,G,inactive,nhl
Dan,,LaCouture,LW,inactive,nhl
Andre,,Lacroix,C,inactive,nhl
Daniel,,Lacroix,LW,inactive,nhl
Eric,,Lacroix,LW,inactive,nhl
Frenchy,,Lacroix,G,inactive,nhl
Pierre,,Lacroix,D,inactive,nhl
Andrew,,Ladd,LW,active,nhl
Randy,,Ladouceur,D,inactive,nhl
Nathan,,LaFayette,C,inactive,nhl
Rick,,LaFerriere,G,inactive,nhl
Christian,,Laflamme,D,inactive,nhl
Guy,,Lafleur,RW,inactive,nhl
Roland,,Lafleur,LW,inactive,nhl
Pat,,LaFontaine,C,inactive,nhl
Ernie,,Laforce,D,inactive,nhl
Bob,,LaForest,RW,inactive,nhl
Mark,,LaForest,G,inactive,nhl
Claude,,Laforge,LW,inactive,nhl
Marc,,Laforge,LW,inactive,nhl
Pete,,Laframboise,LW/C,inactive,nhl
Adie,,Lafrance,LW,inactive,nhl
Leo,,Lafrance,LW,inactive,nhl
Jason,,Lafreniere,C,inactive,nhl
Roger,,Lafreniere,LW,inactive,nhl
Jean-Guy,,Lagace,D,inactive,nhl
Brooks,,Laich,C,active,nhl
Tom,,Laidlaw,D,inactive,nhl
Kellan,,Lain,C,inactive,nhl
Quintin,,Laing,LW,inactive,nhl
Robbie,,Laird,LW,inactive,nhl
Serge,,Lajeunesse,D/RW,inactive,nhl
Simon,,Lajeunesse,G,inactive,nhl
Sasha,,Lakovic,RW,inactive,nhl
Hec,,Lalande,C,inactive,nhl
David,,Laliberte,RW,inactive,nhl
Patrick,,Lalime,G,inactive,nhl
Bobby,,Lalonde,C,inactive,nhl
Newsy,,Lalonde,C,inactive,nhl
Ron,,Lalonde,C,inactive,nhl
Shawn,,Lalonde,D,inactive,nhl
Mike,,Lalor,D,inactive,nhl
Joe,,Lamb,RW,inactive,nhl
Mark,,Lamb,C,inactive,nhl
Dan,,Lambert,D,inactive,nhl
Denny,,Lambert,LW,inactive,nhl
Lane,,Lambert,RW,inactive,nhl
Yvon,,Lambert,LW,inactive,nhl
Dick,,Lamby,D,inactive,nhl
Jean-Paul,,Lamirande,LW/D,inactive,nhl
Hank,,Lammens,D,inactive,nhl
Marc,,Lamothe,G,inactive,nhl
Leo,,Lamoureux,C/D,inactive,nhl
Mitch,,Lamoureux,C,inactive,nhl
Bryce,,Lampman,D,inactive,nhl
Mike,,Lampman,LW,inactive,nhl
Jack,,Lancien,D,inactive,nhl
Anton,,Lander,C,active,nhl
Gabriel,,Landeskog,LW,active,nhl
Larry,,Landon,RW,inactive,nhl
Eric,,Landry,C,inactive,nhl
Gord,,Lane,D,inactive,nhl
Myles,,Lane,D,inactive,nhl
Robert,,Lang,C,inactive,nhl
Darren,,Langdon,LW,inactive,nhl
Steve,,Langdon,LW,inactive,nhl
Pete,,Langelle,C,inactive,nhl
Jamie,,Langenbrunner,RW,inactive,nhl
Chris,,Langevin,LW,inactive,nhl
Dave,,Langevin,D,inactive,nhl
Josh,,Langfeld,RW,inactive,nhl
Daymond,,Langkow,C,inactive,nhl
Scott,,Langkow,G,inactive,nhl
Alain,,Langlais,LW,inactive,nhl
Albert,,Langlois,D,inactive,nhl
Charlie,,Langlois,RW/D,inactive,nhl
Rod,,Langway,D,inactive,nhl
Jeff,,Lank,D,inactive,nhl
Jean-Marc,,Lanthier,RW,inactive,nhl
Ted,,Lanyon,D,inactive,nhl
Rick,,Lanz,D,inactive,nhl
Daniel,,Laperriere,D,inactive,nhl
Ian,,Laperriere,RW,inactive,nhl
Jacques,,Laperriere,D,inactive,nhl
Maxim,,Lapierre,C,inactive,nhl
Darryl,,Laplante,C,inactive,nhl
Claude,,Lapointe,LW/C,inactive,nhl
Guy,,Lapointe,D,inactive,nhl
Martin,,Lapointe,RW,inactive,nhl
Rick,,Lapointe,D,inactive,nhl
Peter,,Lappin,RW,inactive,nhl
Edgar,,Laprade,C,inactive,nhl
Benjamin,,LaPrairie,D,inactive,nhl
Georges,,Laraque,RW,inactive,nhl
Igor,,Larionov,C,inactive,nhl
Garry,,Lariviere,D,inactive,nhl
Dylan,,Larkin,C,active,nhl
Drew,,Larman,C,inactive,nhl
Jeff,,Larmer,LW,inactive,nhl
Steve,,Larmer,RW,inactive,nhl
Wildor,,Larochelle,RW,inactive,nhl
Denis,,Larocque,D,inactive,nhl
Mario,,Larocque,D,inactive,nhl
Michel,,Larocque,G,inactive,nhl
Michel,,Larocque,G,inactive,nhl
Bonner,,Larose,LW,inactive,nhl
Chad,,Larose,RW,inactive,nhl
Claude,,Larose,RW,inactive,nhl
Claude,,Larose,LW,inactive,nhl
Cory,,Larose,C,inactive,nhl
Guy,,Larose,C,inactive,nhl
Pierre,,Larouche,C,inactive,nhl
Steve,,Larouche,C,inactive,nhl
Brad,,Larsen,LW,inactive,nhl
Philip,,Larsen,D,inactive,nhl
Norm,,Larson,RW,inactive,nhl
Reed,,Larson,D,inactive,nhl
Adam,,Larsson,D,active,nhl
Johan,,Larsson,LW,active,nhl
Tyler,,Larter,C,inactive,nhl
Jan,,Lasak,G,inactive,nhl
Brian,,Lashoff,D,inactive,nhl
Matt,,Lashoff,D,inactive,nhl
Gary,,Laskoski,G,inactive,nhl
Jiri,,Latal,D,inactive,nhl
Guillaume,,Latendresse,LW,inactive,nhl
James,,Latos,RW,inactive,nhl
Phil,,Latreille,C/RW,inactive,nhl
David,,Latta,LW,inactive,nhl
Michael,,Latta,C,active,nhl
Martin,,Lauder,D/C,inactive,nhl
Mike,,Lauen,RW,inactive,nhl
Brad,,Lauer,LW,inactive,nhl
Craig,,Laughlin,RW,inactive,nhl
Mike,,Laughton,C,inactive,nhl
Scott,,Laughton,C,active,nhl
Janne,,Laukkanen,D,inactive,nhl
Don,,Laurence,C,inactive,nhl
Oliver,,Lauridsen,D,inactive,nhl
Paul,,Laus,D,inactive,nhl
Kevin,,LaVallee,LW,inactive,nhl
Mark,,LaVarre,RW,inactive,nhl
Brian,,Lavender,LW,inactive,nhl
Eric,,Lavigne,D,inactive,nhl
Jack,,Laviolette,D/W,inactive,nhl
Peter,,Laviolette,D,inactive,nhl
Dominic,,Lavoie,D,inactive,nhl
Kirby,,Law,RW,inactive,nhl
Paul,,Lawless,LW,inactive,nhl
Mark,,Lawrence,RW,inactive,nhl
Danny,,Lawson,RW,inactive,nhl
Nathan,,Lawson,G,inactive,nhl
Brian,,Lawton,LW,inactive,nhl
Derek,,Laxdal,RW,inactive,nhl
Gord,,Laxton,G,inactive,nhl
Hal,,Laycoe,D,inactive,nhl
Curtis,,Lazar,C/RW,active,nhl
Jeff,,Lazaro,LW,inactive,nhl
Jamie,,Leach,RW,inactive,nhl
Jay,,Leach,D,inactive,nhl
Larry,,Leach,C,inactive,nhl
Reggie,,Leach,RW,inactive,nhl
Stephen,,Leach,RW,inactive,nhl
Patrick,,Leahy,RW,inactive,nhl
Jim,,Leavins,D,inactive,nhl
Brett,,Lebda,D,inactive,nhl
Patrick,,Lebeau,LW,inactive,nhl
Stephan,,Lebeau,C,inactive,nhl
Drew,,LeBlanc,C,inactive,nhl
Fern,,LeBlanc,C,inactive,nhl
J.P.,,LeBlanc,C,inactive,nhl
John,,LeBlanc,RW,inactive,nhl
Louis,,Leblanc,C,inactive,nhl
Peter,,LeBlanc,C,inactive,nhl
Ray,,LeBlanc,G,inactive,nhl
Peter,,LeBoutillier,RW,inactive,nhl
Al,,LeBrun,D,inactive,nhl
Bill,,Lecaine,LW,inactive,nhl
Vincent,,Lecavalier,C,active,nhl
Jackie,,Leclair,C,inactive,nhl
John,,LeClair,LW,inactive,nhl
Pascal,,Leclaire,G,inactive,nhl
Mike,,Leclerc,LW,inactive,nhl
Rene,,Leclerc,RW,inactive,nhl
Doug,,Lecuyer,LW,inactive,nhl
Nick,,Leddy,D,active,nhl
Per,,Ledin,LW,inactive,nhl
Walt,,Ledingham,LW,inactive,nhl
Albert,,Leduc,D,inactive,nhl
Rich,,LeDuc,C,inactive,nhl
Grant,,Ledyard,D,inactive,nhl
Anders,,Lee,C,active,nhl
Bobby,,Lee,C,inactive,nhl
Brian,,Lee,D,inactive,nhl
Edward,,Lee,RW,inactive,nhl
Peter,,Lee,RW,inactive,nhl
Brad,,Leeb,RW,inactive,nhl
Greg,,Leeb,C,inactive,nhl
Gary,,Leeman,RW,inactive,nhl
